,DealId,Title,DateUpdated,DealStatus,DealIssuer,IssuerBorrowerType,Currency,Size_m,Deal Size,SizeType,Tenor,SubType,Region,DealIssuerLongName,AssetType,LEI,Cusip,Maturity,CouponType,Country,Guarantor,CallDate,PricingDate,Guidance,Ipt,Destinations,Bookrunners-Long,Bookrunners,OtherBookrunners,Moodys,MoodysModifier,S&P,S&PModifier,DBRS,DBRSModifier,Fitch,FitchModifier,OtherRatings,GroupList,OtherGroup,Settledate,Listed,Law,Denoms,Format,Notes,OfferingType,Sector,Stabilis,Uop,ProgramType,Business,Reopen,Fees,FirstPay,Coupon,Spread,Book_Size,Book,BookSizeType,NumberOfAccounts,Nic,FloatingRate,Reoffer,OversubscriptionRate,Yield,IssuePrice,StructuredFinanceType,CollateralType,Total,TotalType,Originator,OtherOriginators,ContentLinks,URLLinks,Distribution,Ticker,CountryOfRiskTitle,WNG,OriginalAmount,CouponBasis,ESG,ESG Type,AverageLife,TaxCall,PariPassuCall,CrossDefaultCall,ResetDate,ParCall,CleanUpCall,MakeWholeCall,EquityClawBack,RegulatoryCall,CocCall,AcqCall,BookSizeModifier,Grenium,CollateralAmount,OfferedAmount,Servicer,AssetManager,tranche_bk_to_cvr,quarter,month,week,year,normalized_tenor,ratings
595,25021076,"Rogers Communications PRICED BofA,BofA,Citi,JPM,JPM,RBC,RBC",2022-03-07T13:37:20,Priced,Rogers Communications Inc,Corporate,USD,1000.0,USD1bn,bn,3.0,snr unsec,Canada,Rogers Communications Inc,Investment Grade,54930030NVF3Y2OL0A78,"RegS ISIN:USC7923QAE82,144a ISIN:US775109CA78,RegS CUSIP:C7923QAE8,144a CUSIP:775109CA7",3/15/2025,Fixed,CANADA,ROGERS COMMUNICATIONS CANADA INC,3/15/2023,2022-03-07,"IPT T+145 area,guidance T+130 (the #),launch T+130 ,final T+130 ",T+145 area,US Deal Pricing - Corporate / Canada Deal Pricing / US New Issues,Bank of America / Citigroup Global Markets / JP Morgan Securities Inc / RBC Capital Markets,BofA / Citi / JPM / RBC,,Baa1,Negative watch,BBB+,Negative watch,BBB,Negative watch,BBB+,Negative watch,,,,3/11/2022,,,"2,000 x 1,000",144A/Reg S with registration rights,"USD 3yr snr unsec 144A/Reg S with registration rights. Baa1/BBB+/BBB+/BBB. BofA/Citi/JPM/RBC. IPT T+145 area. Special Redemption : If (i) the Arrangement is not consummated prior to December 31, 2022, (ii) the Arrangement Agreement is terminated at any time prior to December 31, 2022 (other than as a result of consummating the Arrangement) or (iii) RCI publicly announces at any time prior to December 31, 2022 that RCI will no longer pursue the consummation of the Arrangement, then RCI will be required to redeem all of the outstanding Notes pursuant to a special mandatory redemption at a redemption price equal to 101% of the aggregate principal amount of the Notes, plus accrued and unpaid interest to, but excluding, the Special Mandatory Redemption Date.",,Telecommunications Services,,Refinance,,Wireless Telecommunications Services,,,,2.95,T+130 ,1900.0,1.9bn,bn,,20.0,,99.934,1.9,2.973,99.934,,,,,,,ANNOUNCED - Rogers Communications US$ benchmark 5-part notes; 3NC1/5yr/10yr/20yr/30yr - 2022-03-07 13:24 / LAUNCH - Rogers Communications US$7.050bn 5-part notes; 3NC1/5yr/10yr/20yr/30yr - 2022-03-07 20:08,,,RCI,CANADA,,,,False,,,False,False,False,,,,,,,Put @ 101%,,,,,,,,1.9,2022Q1,2022-03,2022-10,2022,3,BBB
596,25021062,"S&P Global  PRICED GS,JPM,Miz",2022-03-04T15:06:35,Priced,S&P Global Inc,Corporate,USD,500.0,USD500m,m,40.0,snr unsec,Americas,S&P Global Inc,Investment Grade,Y6X4K52KMJMZE7I7MY94,,3/1/2062,Fixed,UNITED STATES,,,2022-03-04,"IPT T+195 area,guidance T+180 (the #),launch T+180 ,final T+180 ",T+195 area,US Deal Pricing - Corporate / US New Issues,Goldman Sachs / JP Morgan Securities Inc / Mizuho,GS / JPM / Miz,,A3,,NR,,,,A-,,,,,3/18/2022,,,,RegS/144A,"USD5.5bn 5-tranche snr unsec RegS/144A. A3/NR/A-. GS/JPM/Miz. 5yr USD1.25bn T+90, 7yr USD1.25bn T+110, 10yr USD1.5bn T+130, 30yr USD1bn T+160, 40yr USD500m T+180. TBP Mar 04",,Industrial & Commercial Services,,,,Professional Information Services,,,,3.9,T+180 ,4250.0,4.25bn,bn,,13.0,,98.211,,3.99,98.211,,,,,,,ANNOUNCED - S&P Global Inc US$ 5-pt   5yr/7yr SLB/10yr/20yr & 30yr - 2022-03-04 14:46,,,SPGI,UNITED STATES,,,,False,,,False,False,False,,6 months,,T+30,,,,,,,,,,,8.5,2022Q1,2022-03,2022-09,2022,40,A
597,25021061,"S&P Global  PRICED GS,JPM,Miz",2022-03-04T15:06:35,Priced,S&P Global Inc,Corporate,USD,1000.0,USD1bn,bn,30.0,snr unsec,Americas,S&P Global Inc,Investment Grade,Y6X4K52KMJMZE7I7MY94,,3/1/2052,Fixed,UNITED STATES,,,2022-03-04,"IPT T+175 area,guidance T+160 (the #),launch T+160 ,final T+160 ",T+175 area,US Deal Pricing - Corporate / US New Issues,Goldman Sachs / JP Morgan Securities Inc / Mizuho,GS / JPM / Miz,,A3,,NR,,,,A-,,,,,3/18/2022,,,,RegS/144A,"USD5.5bn 5-tranche snr unsec RegS/144A. A3/NR/A-. GS/JPM/Miz. 5yr USD1.25bn T+90, 7yr USD1.25bn T+110, 10yr USD1.5bn T+130, 30yr USD1bn T+160, 40yr USD500m T+180. TBP Mar 04",,Industrial & Commercial Services,,,,Professional Information Services,,,,3.7,T+160 ,5900.0,5.9bn,bn,,15.0,,98.756,,3.046,98.756,,,,,,,ANNOUNCED - S&P Global Inc US$ 5-pt   5yr/7yr SLB/10yr/20yr & 30yr - 2022-03-04 14:46,,,SPGI,UNITED STATES,,,,False,,,False,False,False,,6 months,,T+25,,,,,,,,,,,5.9,2022Q1,2022-03,2022-09,2022,30,A
598,25021060,"S&P Global  PRICED GS,JPM,Miz",2022-03-04T15:06:34,Priced,S&P Global Inc,Corporate,USD,1500.0,USD1.5bn,bn,10.0,snr unsec,Americas,S&P Global Inc,Investment Grade,Y6X4K52KMJMZE7I7MY94,,3/1/2032,Fixed,UNITED STATES,,,2022-03-04,"IPT T+145 area,guidance T+130 (the #),launch T+130 ,final T+130 ",T+145 area,US Deal Pricing - Corporate / US New Issues,Goldman Sachs / JP Morgan Securities Inc / Mizuho,GS / JPM / Miz,,A3,,NR,,,,A-,,,,,3/18/2022,,,,RegS/144A,"USD5.5bn 5-tranche snr unsec RegS/144A. A3/NR/A-. GS/JPM/Miz. 5yr USD1.25bn T+90, 7yr USD1.25bn T+110, 10yr USD1.5bn T+130, 30yr USD1bn T+160, 40yr USD500m T+180. TBP Mar 04",,Industrial & Commercial Services,,,,Professional Information Services,,,,2.9,T+130 ,4850.0,4.85bn,bn,,15.0,,99.756,,3.046,98.756,,,,,,,ANNOUNCED - S&P Global Inc US$ 5-pt   5yr/7yr SLB/10yr/20yr & 30yr - 2022-03-04 14:46,,,SPGI,UNITED STATES,,,,False,,,False,False,False,,3 months,,T+20,,,,,,,,,,,3.23,2022Q1,2022-03,2022-09,2022,10,A
599,25021059,"S&P Global  PRICED GS,JPM,Miz",2022-03-04T15:06:34,Priced,S&P Global Inc,Corporate,USD,1250.0,USD1.25bn,bn,7.0,snr unsec,Americas,S&P Global Inc,Investment Grade,Y6X4K52KMJMZE7I7MY94,,3/1/2029,Fixed,UNITED STATES,,,2022-03-04,"IPT T+125 area,guidance T+110 (the #),launch T+110 ,final T+110 ",T+125 area,US Deal Pricing - Corporate / US New Issues,Goldman Sachs / JP Morgan Securities Inc / Mizuho,GS / JPM / Miz,,A3,,NR,,,,A-,,,,,3/18/2022,,,,RegS/144A,"USD5.5bn 5-tranche snr unsec RegS/144A. A3/NR/A-. GS/JPM/Miz. 5yr USD1.25bn T+90, 7yr USD1.25bn T+110, 10yr USD1.5bn T+130, 30yr USD1bn T+160, 40yr USD500m T+180. TBP Mar 04",,Industrial & Commercial Services,,,,Professional Information Services,,,,2.7,T+110 ,2900.0,2.9bn,bn,,15.0,,99.248,,2.82,99.248,,,,,,,ANNOUNCED - S&P Global Inc US$ 5-pt   5yr/7yr SLB/10yr/20yr & 30yr - 2022-03-04 14:46,,,SPGI,UNITED STATES,,,,True,SLB,,False,False,False,,2 months,,T+20,,,,,,,,,,,2.32,2022Q1,2022-03,2022-09,2022,7,A
600,25021058,"S&P Global  PRICED GS,JPM,Miz",2022-03-04T15:06:33,Priced,S&P Global Inc,Corporate,USD,1250.0,USD1.25bn,bn,5.0,snr unsec,Americas,S&P Global Inc,Investment Grade,Y6X4K52KMJMZE7I7MY94,,3/1/2027,Fixed,UNITED STATES,,,2022-03-04,"IPT T+105 area,guidance T+90 (the #),launch T+90 ,final T+90 ",T+105 area,US Deal Pricing - Corporate / US New Issues,Goldman Sachs / JP Morgan Securities Inc / Mizuho,GS / JPM / Miz,,A3,,NR,,,,A-,,,,,3/18/2022,,,,RegS/144A,"USD5.5bn 5-tranche snr unsec RegS/144A. A3/NR/A-. GS/JPM/Miz. 5yr USD1.25bn T+90, 7yr USD1.25bn T+110, 10yr USD1.5bn T+130, 30yr USD1bn T+160, 40yr USD500m T+180. TBP Mar 04",,Industrial & Commercial Services,,Refinance,,Professional Information Services,,,,2.45,T+90 ,3625.0,3.625bn,bn,,20.0,,99.478,2.9,2.563,99.478,,,,,,,ANNOUNCED - S&P Global Inc US$ 5-pt   5yr/7yr SLB/10yr/20yr & 30yr - 2022-03-04 14:46,,,SPGI,UNITED STATES,,,,False,,,False,False,False,,1 month,,T+15,,,,,,,,,,,2.9,2022Q1,2022-03,2022-09,2022,5,A
601,25021042,"Bank of Montreal PRICED BMO,BMO,BofA,Citi,JPM,MS,VMD,BNPP,Cabr,Drexel Hamilton,GS,HSBC,NBC,UBS,WFS",2022-03-03T15:25:38,Priced,Bank of Montreal,FIG,USD,1250.0,USD1.25bn,bn,5.0,snr unsec,Americas,Bank of Montreal,Investment Grade,HUX2X73FUCYHUVH1BK78,CUSIP:06368FAJ8,3/8/2027,Fixed,UNITED STATES,,,2022-03-03,"IPT T+115 area,guidance T+95 (the #),launch T+95 ,final T+95 ",T+115 area,US Deal Pricing - Corporate / US New Issues,"BMO / Bank of America / Citigroup Global Markets / JP Morgan Securities Inc / Morgan Stanley / Desjardins / BNP Paribas / Cabrera / Drexel Hamilton / Goldman Sachs / HSBC  / National Bank of Canada, Montreal / UBS Securities / Wells Fargo Securities",BMO / BofA / Citi / JPM / MS / VMD / BNPP / Cabr / Drexel Hamilton / GS / HSBC / NBC / UBS / WFS,,A2,,A-,,,,AA-,,,,,3/8/2022,,,"2,000 x 1,000",SEC Registered,"USD m 4-tranche snr unsec SEC Registered. A2/A-/AA-. BMO/BofA/Citi/JPM/MS. 2yr USD  T+65 (the #), 2yr USD  SOFR Equiv, 5yr USD  T+95 (the #), 5yr USD  SOFR Equiv. TBP Mar 03. 5yr FRN was dropped at Guidance",,Banking & Investment Services,,GCP,,Banks,,,9/8/2022,2.65,T+95 ,1700.0,1.7bn,bn,,7.0,,99.791,,2.695,99.791,,,,,,,ANNOUNCED - Bank of Montreal US$ 4-part 2yr FXD/FRN & 5yr FXD/FRN - 2022-03-03 13:22 / LAUNCH - Bank of Montreal US$3bn 3-part 2yr FXD/FRN & 5yr FXD - 2022-03-03 18:54 / PRICED - Bank of Montreal US$3bn 3-part 2yr FXD/FRN & 5yr FXD - 2022-03-03 20:43,,,KEY,UNITED STATES,,,,False,,,False,False,False,,,,T+15,,,,,,,,,,,1.36,2022Q1,2022-03,2022-09,2022,5,A
602,25021041,"Bank of Montreal PRICED BMO,BMO,BofA,Citi,JPM,MS,VMD,BNPP,Cabr,Drexel Hamilton,GS,HSBC,NBC,UBS,WFS",2022-03-03T15:25:38,Priced,Bank of Montreal,FIG,USD,500.0,USD500m,m,2.0,snr unsec,Americas,Bank of Montreal,Investment Grade,HUX2X73FUCYHUVH1BK78,CUSIP:06368FAH2,3/8/2024,FRN,UNITED STATES,,,2022-03-03,"IPT SOFR+0 Equiv,guidance SOFR+0 Equiv,launch SOFR+71 ,final SOFR+71 ",SOFR+0 Equiv,US Deal Pricing - Corporate / US New Issues,"BMO / Bank of America / Citigroup Global Markets / JP Morgan Securities Inc / Morgan Stanley / Desjardins / BNP Paribas / Cabrera / Drexel Hamilton / Goldman Sachs / HSBC  / National Bank of Canada, Montreal / UBS Securities / Wells Fargo Securities",BMO / BofA / Citi / JPM / MS / VMD / BNPP / Cabr / Drexel Hamilton / GS / HSBC / NBC / UBS / WFS,,A2,,A-,,,,AA-,,,,,3/8/2022,,,"2,000 x 1,000",SEC Registered,"USD m 4-tranche snr unsec SEC Registered. A2/A-/AA-. BMO/BofA/Citi/JPM/MS. 2yr USD  T+65 (the #), 2yr USD  SOFR Equiv, 5yr USD  T+95 (the #), 5yr USD  SOFR Equiv. TBP Mar 03. 5yr FRN was dropped at Guidance",,Banking & Investment Services,,GCP,,Banks,,,6/8/2022,71.0,SOFR+71 ,800.0,800m,m,,,,100.0,,,100.0,,,,,,,ANNOUNCED - Bank of Montreal US$ 4-part 2yr FXD/FRN & 5yr FXD/FRN - 2022-03-03 13:22 / LAUNCH - Bank of Montreal US$3bn 3-part 2yr FXD/FRN & 5yr FXD - 2022-03-03 18:54 / PRICED - Bank of Montreal US$3bn 3-part 2yr FXD/FRN & 5yr FXD - 2022-03-03 20:43,,,KEY,UNITED STATES,,,SOFR,False,,,True,False,False,,,,,,,,,,,,,,,1.6,2022Q1,2022-03,2022-09,2022,2,A
603,25021040,"Bank of Montreal PRICED BMO,BMO,BofA,Citi,JPM,MS,VMD,BNPP,Cabr,Drexel Hamilton,GS,HSBC,NBC,UBS,WFS",2022-03-03T15:25:37,Priced,Bank of Montreal,FIG,USD,1250.0,USD1.25bn,bn,2.0,snr unsec,Americas,Bank of Montreal,Investment Grade,HUX2X73FUCYHUVH1BK78,CUSIP:06368FAG4,3/8/2024,Fixed,UNITED STATES,,,2022-03-03,"IPT T+85 area,guidance T+65 (the #),launch T+65 ,final T+65 ",T+85 area,US Deal Pricing - Corporate / US New Issues,"BMO / Bank of America / Citigroup Global Markets / JP Morgan Securities Inc / Morgan Stanley / Desjardins / BNP Paribas / Cabrera / Drexel Hamilton / Goldman Sachs / HSBC  / National Bank of Canada, Montreal / UBS Securities / Wells Fargo Securities",BMO / BofA / Citi / JPM / MS / VMD / BNPP / Cabr / Drexel Hamilton / GS / HSBC / NBC / UBS / WFS,,A2,,A-,,AAL,,AA-,,,,,3/8/2022,,,"2,000 x 1,000",SEC Registered,"USD m 4-tranche snr unsec SEC Registered. A2/A-/AA-. BMO/BofA/Citi/JPM/MS. 2yr USD  T+65 (the #), 2yr USD  SOFR Equiv, 5yr USD  T+95 (the #), 5yr USD  SOFR Equiv. TBP Mar 03. 5yr FRN was dropped at Guidance",,Banking & Investment Services,,GCP,,Banks,,,9/8/2022,2.15,T+65 ,1500.0,1.5bn,bn,,6.0,,99.93,1.2,2.186,99.93,,,,,,,ANNOUNCED - Bank of Montreal US$ 4-part 2yr FXD/FRN & 5yr FXD/FRN - 2022-03-03 13:22 / LAUNCH - Bank of Montreal US$3bn 3-part 2yr FXD/FRN & 5yr FXD - 2022-03-03 18:54 / PRICED - Bank of Montreal US$3bn 3-part 2yr FXD/FRN & 5yr FXD - 2022-03-03 20:43,,,KEY,UNITED STATES,,,,False,,,True,False,False,,,,T+10,,,,,,,,,,,1.2,2022Q1,2022-03,2022-09,2022,2,A
604,25021039,"Diamondback Energy PRICED MS,MS,RBC,TD",2022-03-03T14:28:37,Priced,Diamondback Energy Inc,Corporate,USD,750.0,USD750m,m,30.0,snr unsec,Americas,Diamondback Energy Inc,Investment Grade,549300R22LSX6OHWEN64,"ISIN:US25278XAT63,CUSIP:25278XAT6",3/15/2052,Fixed,UNITED STATES,DIAMONDBACK O&G LLC,,2022-03-03,"IPT T+235 area,final T+200 ",T+235 area,US Deal Pricing - Corporate / US New Issues,Morgan Stanley / RBC Capital Markets / TD Securities,MS / RBC / TD,,Baa3,Stable,BBB-,Stable,,,BBB,Stable,,,,3/17/2022,,,"2,000 x 1,000",SEC Registered,"USD750m 30yr snr unsec SEC Registered. Baa3/BBB-/BBB. MS/RBC/TD. IPT T+235 area, final T+200. Bks 4.3bn.",,Energy - Fossil Fuels,,Refinance,,Oil & Gas Exploration and Production,,Undisclosed,9/15/2022,4.25,T+200 ,4300.0,4.3bn,bn,,4.0,,99.714,0.01,4.267,99.714,,,,,,,PRICED - Diamondback Energy Inc US$750m 30yr notes at T+200bp - 2022-03-03 19:25,,,FANG,UNITED STATES,,,,False,,,False,False,False,,6 months,,T + 30 ,,,,,,,,,,,5.73,2022Q1,2022-03,2022-09,2022,30,BBB
605,25021037,"Roche Holdings PRICED Barc,DB,DB,Santan,SMBC Nikko",2022-03-03T14:19:14,Priced,Roche Holding AG,Corporate,USD,1250.0,USD1.25bn,bn,5.0,snr unsec,Europe,Roche Holdings Inc,Investment Grade,PVJRP0EQNV6OGDPZGY95,,3/10/2027,Fixed,UNITED STATES,Roche Holding Ltd,,2022-03-03,"IPT T+75/+80 area,launch T+58 ,final T+58 ",T+75/+80 area,International Deal Pricing (Europe & Asia) / US Deal Pricing - Corporate / EMEA New Issues / US New Issues,"Barclays / Deutsche Bank Securities / Banco Santander, S.A., Madrid / SMBC Nikko",Barc / DB / Santan / SMBC Nikko,,Aa3,Positive,AA,Stable,,,AA,Stable,,,,3/10/2022,,,USD200k/1k,144A/Reg S without registration rights,"USD5bn 5-tranche snr unsec 144A/Reg S without registration rights. Aa3/AA/AA. Barc/DB/Santan/SMBC Nikko. 2yr USD1.25bn T+35, 1.5yr USD750m SOFR+33, 3yr USD1bn T+45, 3yr USD750m SOFR+56, 5yr USD1.25bn T+58. TBP Mar 03",,Pharmaceuticals & Medical Research,,Repay bank debt,,A Research-based pharmaceuticals and diagnostics company,,Undisclosed,,2.314,T+58 ,2100.0,2.1bn,bn,,8.0,,100.0,,2.314,100.0,,,,,,,"ANNOUNCED - Roche Holdings US$ 5-pt 1.5yr FRN, 2yr, 3yr FXD/FRN & 5yr - 2022-03-03 14:09",,,ROG,SWITZERLAND,,,,False,,,False,False,False,,,,Yes,,,,,,,,,,,1.68,2022Q1,2022-03,2022-09,2022,5,AA
606,25021036,"Roche Holdings PRICED Barc,DB,DB,Santan,SMBC Nikko",2022-03-03T14:19:13,Priced,Roche Holding AG,Corporate,USD,750.0,USD750m,m,3.0,snr unsec,Europe,Roche Holdings Inc,Investment Grade,PVJRP0EQNV6OGDPZGY95,,3/10/2025,FRN,UNITED STATES,Roche Holding Ltd,,2022-03-03,"IPT SOFR+0 Equiv,launch SOFR+56 ,final SOFR+56 ",SOFR+0 Equiv,International Deal Pricing (Europe & Asia) / US Deal Pricing - Corporate / EMEA New Issues / US New Issues,"Barclays / Deutsche Bank Securities / Banco Santander, S.A., Madrid / SMBC Nikko",Barc / DB / Santan / SMBC Nikko,,Aa3,Positive,AA,Stable,,,AA,Stable,,,,3/10/2022,,,USD200k/1k,144A/Reg S without registration rights,"USD5bn 5-tranche snr unsec 144A/Reg S without registration rights. Aa3/AA/AA. Barc/DB/Santan/SMBC Nikko. 2yr USD1.25bn T+35, 1.5yr USD750m SOFR+33, 3yr USD1bn T+45, 3yr USD750m SOFR+56, 5yr USD1.25bn T+58. TBP Mar 03",,Pharmaceuticals & Medical Research,,Repay bank debt,,A Research-based pharmaceuticals and diagnostics company,,Undisclosed,,56.0,SOFR+56 ,1400.0,1.4bn,bn,,,,100.0,,,100.0,,,,,,,"ANNOUNCED - Roche Holdings US$ 5-pt 1.5yr FRN, 2yr, 3yr FXD/FRN & 5yr - 2022-03-03 14:09",,,ROG,SWITZERLAND,,,SOFR,False,,,False,False,False,,,,Yes,,,,,,,,,,,1.87,2022Q1,2022-03,2022-09,2022,3,AA
607,25021035,"Roche Holdings PRICED Barc,DB,DB,Santan,SMBC Nikko",2022-03-03T14:13:13,Priced,Roche Holding AG,Corporate,USD,1000.0,USD1bn,bn,3.0,snr unsec,Europe,Roche Holdings Inc,Investment Grade,PVJRP0EQNV6OGDPZGY95,,3/10/2025,Fixed,UNITED STATES,Roche Holding Ltd,,2022-03-03,"IPT T+65 area,launch T+45 ,final T+45 ",T+65 area,International Deal Pricing (Europe & Asia) / US Deal Pricing - Corporate / EMEA New Issues / US New Issues,"Barclays / Deutsche Bank Securities / Banco Santander, S.A., Madrid / SMBC Nikko",Barc / DB / Santan / SMBC Nikko,,Aa3,Positive,AA,Stable,,,AA,Stable,,,,3/10/2022,,,USD200k/1k,144A/Reg S without registration rights,"USD5bn 5-tranche snr unsec 144A/Reg S without registration rights. Aa3/AA/AA. Barc/DB/Santan/SMBC Nikko. 2yr USD1.25bn T+35, 1.5yr USD750m SOFR+33, 3yr USD1bn T+45, 3yr USD750m SOFR+56, 5yr USD1.25bn T+58. TBP Mar 03",,Pharmaceuticals & Medical Research,,Repay bank debt,,A Research-based pharmaceuticals and diagnostics company,,Undisclosed,,2.132,T+45 ,1400.0,1.4bn,bn,,8.0,,100.0,,2.132,100.0,,,,,,,"ANNOUNCED - Roche Holdings US$ 5-pt 1.5yr FRN, 2yr, 3yr FXD/FRN & 5yr - 2022-03-03 14:09",,,ROG,SWITZERLAND,,,,False,,,False,False,False,,,,Yes,,,,,,,,,,,1.4,2022Q1,2022-03,2022-09,2022,3,AA
608,25021034,"Roche Holdings PRICED Barc,DB,DB,Santan,SMBC Nikko",2022-03-03T14:13:13,Priced,Roche Holding AG,Corporate,USD,750.0,USD750m,m,1.5,snr unsec,Europe,Roche Holdings Inc,Investment Grade,PVJRP0EQNV6OGDPZGY95,,9/11/2023,FRN,UNITED STATES,Roche Holding Ltd,,2022-03-03,"IPT SOFR+50/+55 ,launch SOFR+33 ,final SOFR+33 ",SOFR+50/+55 ,International Deal Pricing (Europe & Asia) / US Deal Pricing - Corporate / EMEA New Issues / US New Issues,"Barclays / Deutsche Bank Securities / Banco Santander, S.A., Madrid / SMBC Nikko",Barc / DB / Santan / SMBC Nikko,,Aa3,Positive,AA,Stable,,,AA,Stable,,,,3/10/2022,,,USD200k/1k,144A/Reg S without registration rights,"USD5bn 5-tranche snr unsec 144A/Reg S without registration rights. Aa3/AA/AA. Barc/DB/Santan/SMBC Nikko. 2yr USD1.25bn T+35, 1.5yr USD750m SOFR+33, 3yr USD1bn T+45, 3yr USD750m SOFR+56, 5yr USD1.25bn T+58. TBP Mar 03",,Pharmaceuticals & Medical Research,,Repay bank debt,,A Research-based pharmaceuticals and diagnostics company,,Undisclosed,,33.0,SOFR+33 ,1000.0,1bn,bn,,,,100.0,,,100.0,,,,,,,"ANNOUNCED - Roche Holdings US$ 5-pt 1.5yr FRN, 2yr, 3yr FXD/FRN & 5yr - 2022-03-03 14:09",,,ROG,SWITZERLAND,,,SOFR,False,,,False,False,False,,,,,,,,,,,,,,,1.33,2022Q1,2022-03,2022-09,2022,1,AA
609,25021033,"Roche Holdings PRICED Barc,DB,DB,Santan,SMBC Nikko",2022-03-03T14:13:12,Priced,Roche Holding AG,Corporate,USD,1250.0,USD1.25bn,bn,2.0,snr unsec,Europe,Roche Holdings Inc,Investment Grade,PVJRP0EQNV6OGDPZGY95,,3/8/2024,Fixed,UNITED STATES,Roche Holding Ltd,,2022-03-03,"IPT T+55 area,launch T+35 ,final T+35 ",T+55 area,International Deal Pricing (Europe & Asia) / US Deal Pricing - Corporate / EMEA New Issues / US New Issues,"Barclays / Deutsche Bank Securities / Banco Santander, S.A., Madrid / SMBC Nikko",Barc / DB / Santan / SMBC Nikko,,Aa3,Positive,AA,Stable,,,AA,Stable,,,,3/10/2022,,,USD200k/1k,144A/Reg S without registration rights,"USD5bn 5-tranche snr unsec 144A/Reg S without registration rights. Aa3/AA/AA. Barc/DB/Santan/SMBC Nikko. 2yr USD1.25bn T+35, 1.5yr USD750m SOFR+33, 3yr USD1bn T+45, 3yr USD750m SOFR+56, 5yr USD1.25bn T+58. TBP Mar 03",,Pharmaceuticals & Medical Research,,Repay bank debt,,A Research-based pharmaceuticals and diagnostics company,,Undisclosed,,1.882,T+35 ,1600.0,1.6bn,bn,,7.0,,100.0,1.28,1.882,100.0,,,,,,,"ANNOUNCED - Roche Holdings US$ 5-pt 1.5yr FRN, 2yr, 3yr FXD/FRN & 5yr - 2022-03-03 14:09",,,ROG,SWITZERLAND,,,,False,,,False,False,False,,,,Yes,,,,,,,,,,,1.28,2022Q1,2022-03,2022-09,2022,2,AA
610,25021031,"Mondelez International PRICED DB,BofA,CS,CS",2022-03-03T14:06:25,Priced,Mondelez International,Corporate,USD,750.0,USD750m,m,10.0,snr unsec,Americas,Mondelez International Inc,Investment Grade,549300DV9GIB88LZ5P30,,3/17/2032,Fixed,UNITED STATES,,,2022-03-03,"IPT T+155 area,guidance T+125 area (+/-2),launch T+123 ,final T+123 ",T+155 area,US Deal Pricing - Corporate / US New Issues,Deutsche Bank Securities / Bank of America / CS - Credit Suisse ,DB / BofA / CS,,Baa1,Stable,BBB,Stable,,,,,,,,3/17/2022,,,"2,000 x 1,000",SEC Registered,"USD2bn 3-tranche snr unsec SEC Registered. Baa1/BBB. DB/BofA/CS. 2yr USD500m T+70, 5yr USD750m T+93, 10yr USD750m T+123. TBP Mar 03",,Food & Beverages,,Refinance,,Snack Company,,Undisclosed,,3.0,T+123 ,2400.0,2.4bn,bn,,3.0,,99.265,,3.086,99.265,,,,,,,"GUIDANCE - Mondelez International Inc  US$ 3-pt 2yr, 5yr&10yr  - 2022-03-03 17:06 / LAUNCH - Mondelez International Inc US$2bn 3-pt 2yr, 5yr&10yr  - 2022-03-03 18:14",,,MDLZ,UNITED STATES,,,,False,,,False,False,False,,3 months,,T+20,,,101%,,,,,,,,3.2,2022Q1,2022-03,2022-09,2022,10,BBB
611,25021030,"Mondelez International PRICED DB,BofA,BofA,CS",2022-03-03T14:06:25,Priced,Mondelez International,Corporate,USD,750.0,USD750m,m,5.0,snr unsec,Americas,Mondelez International Inc,Investment Grade,549300DV9GIB88LZ5P30,,3/17/2027,Fixed,UNITED STATES,,,2022-03-03,"IPT T+125 area,guidance T+95 area (+/-2) ,launch T+93 ,final T+93 ",T+125 area,US Deal Pricing - Corporate / US New Issues,Deutsche Bank Securities / Bank of America / CS - Credit Suisse ,DB / BofA / CS,,Baa1,Stable,BBB,Stable,,,,,,,,3/17/2022,,,"2,000 x 1,000",SEC Registered,"USD2bn 3-tranche snr unsec SEC Registered. Baa1/BBB. DB/BofA/CS. 2yr USD500m T+70, 5yr USD750m T+93, 10yr USD750m T+123. TBP Mar 03",,Food & Beverages,,Refinance,,Snack Company,,Undisclosed,,2.625,T+93 ,3300.0,3.3bn,bn,,3.0,,99.744,,2.68,99.744,,,,,,,"GUIDANCE - Mondelez International Inc  US$ 3-pt 2yr, 5yr&10yr  - 2022-03-03 17:06 / LAUNCH - Mondelez International Inc US$2bn 3-pt 2yr, 5yr&10yr  - 2022-03-03 18:14",,,MDLZ,UNITED STATES,,,,False,,,False,False,False,,1 month,,T+15,,,101%,,,,,,,,4.4,2022Q1,2022-03,2022-09,2022,5,BBB
